83, 1,
84, 1,
85, 1,
86, 1,
87, 1,
88, 1,
89, 1,
90, 1,
91, 1,
92, 1,
66, 2,
67, 2,
68, 2,
69, 2,
70, 2,
71, 2,
72, 2,
73, 2,
74, 2,
75, 2,
76, 2,
77, 2,
80, 2,
81, 2,
82, 2,
83, 2,
93, 2,
94, 2,
95, 2,
61, 3,
62, 3,
63, 3,
64, 3,
75, 3,
76, 3,
77, 3,
78, 3,
79, 3,
80, 3,
96, 3,
97, 3,
71, 4,
72, 4,
73, 4,
74, 4,
75, 4,
76, 4,
98, 4,
99, 4,
59, 5,
68, 5,
69, 5,
70, 5,
71, 5,
100, 5,
101, 5,
58, 6,
59, 6,
66, 6,
67, 6,
68, 6,
102, 6,
103, 6,
57, 7,
59, 7,
64, 7,
65, 7,
103, 7,
104, 7,
116, 7,
117, 7,
118, 7,
119, 7,
120, 7,
121, 7,
122, 7,
123, 7,
56, 8,
57, 8,
59, 8,
62, 8,
63, 8,
105, 8,
113, 8,
114, 8,
115, 8,
116, 8,
117, 8,
118, 8,
119, 8,
120, 8,
121, 8,
122, 8,
123, 8,
124, 8,
125, 8,
126, 8,
127, 8,
56, 9,
60, 9,
61, 9,
62, 9,
111, 9,
112, 9,
113, 9,
123, 9,
124, 9,
127, 9,
128, 9,
129, 9,
130, 9,
131, 9,
55, 10,
58, 10,
59, 10,
60, 10,
110, 10,
111, 10,
114, 10,
124, 10,
125, 10,
131, 10,
132, 10,
133, 10,
134, 10,
135, 10,
136, 10,
55, 11,
57, 11,
58, 11,
109, 11,
114, 11,
116, 11,
125, 11,
126, 11,
135, 11,
136, 11,
137, 11,
138, 11,
139, 11,
54, 12,
56, 12,
57, 12,
108, 12,
112, 12,
113, 12,
115, 12,
116, 12,
118, 12,
126, 12,
139, 12,
140, 12,
141, 12,
142, 12,
54, 13,
55, 13,
56, 13,
107, 13,
111, 13,
113, 13,
115, 13,
118, 13,
121, 13,
126, 13,
142, 13,
143, 13,
144, 13,
145, 13,
53, 14,
54, 14,
55, 14,
107, 14,
111, 14,
112, 14,
115, 14,
117, 14,
120, 14,
123, 14,
126, 14,
127, 14,
145, 14,
146, 14,
147, 14,
148, 14,
53, 15,
54, 15,
110, 15,
112, 15,
114, 15,
117, 15,
120, 15,
122, 15,
123, 15,
125, 15,
127, 15,
148, 15,
149, 15,
150, 15,
52, 16,
53, 16,
110, 16,
111, 16,
112, 16,
114, 16,
116, 16,
119, 16,
122, 16,
124, 16,
125, 16,
127, 16,
150, 16,
151, 16,
152, 16,
51, 17,
52, 17,
109, 17,
111, 17,
113, 17,
116, 17,
119, 17,
121, 17,
124, 17,
127, 17,
128, 17,
153, 17,
154, 17,
50, 18,
51, 18,
59, 18,
109, 18,
110, 18,
112, 18,
113, 18,
115, 18,
118, 18,
121, 18,
123, 18,
128, 18,
155, 18,
156, 18,
49, 19,
50, 19,
59, 19,
108, 19,
110, 19,
112, 19,
115, 19,
118, 19,
120, 19,
123, 19,
128, 19,
155, 19,
156, 19,
48, 20,
49, 20,
57, 20,
58, 20,
109, 20,
112, 20,
114, 20,
117, 20,
120, 20,
122, 20,
128, 20,
48, 21,
58, 21,
111, 21,
114, 21,
117, 21,
119, 21,
122, 21,
124, 21,
128, 21,
47, 22,
56, 22,
110, 22,
111, 22,
113, 22,
116, 22,
119, 22,
121, 22,
124, 22,
128, 22,
129, 22,
46, 23,
54, 23,
56, 23,
57, 23,
110, 23,
113, 23,
116, 23,
118, 23,
120, 23,
121, 23,
123, 23,
128, 23,
129, 23,
45, 24,
52, 24,
54, 24,
55, 24,
57, 24,
109, 24,
110, 24,
112, 24,
115, 24,
117, 24,
118, 24,
120, 24,
122, 24,
123, 24,
126, 24,
128, 24,
129, 24,
44, 25,
45, 25,
52, 25,
112, 25,
115, 25,
117, 25,
119, 25,
122, 25,
125, 25,
128, 25,
129, 25,
43, 26,
